height,weight,gender
66.72,155.3,0
60.49,99.12,1
67.04,163.26,0
66.08,118.84,1
67.18,121.27,1
67.61,141.27,0
65.51,132.39,0
60.4,98.96,1
72.68,190.44,0
62.61,138.98,0
60.85,108.43,1
67.06,155.72,0
75.32,172.98,0
65.63,145.9,0
74.4,187.76,0
67.99,165.46,0
71.11,172.31,0
64.2,128.19,1
67.63,170.72,0
72.21,179.55,0
56.44,106.05,1
67.71,118.55,1
67.12,160.88,0
67.62,149.86,0
69.98,170.37,0
69.92,160.45,0
73.27,190.41,0
68.88,184.5,0
72.3,186.36,0
67.59,147.2,0
68.05,169.83,0
65.94,116.05,1
63.6,112.6,1
71.23,171.6,0
69.34,165.27,0
60.57,99.16,1
61.92,122.94,1
58.15,112.61,1
71.32,169.04,0
66.06,152.51,0
61.31,127.77,1
64.86,106.71,1
65.17,101.16,1
70.78,163.07,0
66.93,148.81,0
65.53,139.65,0
64.63,126.01,1
57.79,106.01,1
67.02,162.82,0
61.57,102.87,1
66.72,122.37,1
72.86,169.16,0
62.2,111.5,1
63.1,127.39,1
60.54,103.88,1
64.67,114.2,1
64.76,122.87,1
67.96,149.59,0
64.73,109.72,1
70.67,180.21,0
60.17,110.3,1
62.42,111.95,1
68.31,113.07,1
64.14,113.9,1
62.69,120.03,1
66.9,138.21,1
64.98,104.78,1
66.83,133.6,1
61.36,120.89,1
65.07,122.41,0
67.16,150.37,0
61.9,110.54,1
68.78,157.73,0
63.26,113.75,1
65.71,138.28,0
67.85,138.53,0
75.34,178.78,0
71.38,155.66,0
61.16,104.04,1
61.7,101.73,1
66.52,118.66,1
64.15,148.62,0
67.45,128.86,1
67.31,164.92,0
69.14,158.81,0
66.47,127,1
63.7,107.77,1
65.83,118.76,1
68.15,130.33,1
68.8,136.17,0
65.31,103.12,1
62.52,119.22,1
69.57,172.82,0
63.99,115.2,1
59.52,104.24,1
68.36,127.79,1
69.62,157.41,0
69.21,159.44,0
71.41,154.77,0
61.26,120.5,1
66.26,133.13,1
64.72,109.17,1
70.85,143.23,0
63.6,124.61,1
73.12,178.09,0
67.91,156.22,0
68.13,155.51,0
65.91,137.13,0
59.2,111.34,1
57.1,99.31,1
63.27,107.77,1
68.27,154.12,0
68.26,162.53,0
70.56,160.85,0
57.9,97.52,1
61.85,114.45,1
66.52,124.15,1
62.49,118,1
71.92,160.84,0
71.72,161.15,0
67.8,151.93,0
63.56,109.07,1
64.27,115.86,1
63.47,122.85,1
67.24,125.77,1
64.97,108.53,1
59.95,101.7,1
66.6,154.05,0
62.45,115.24,1
68.03,117.21,1
69.23,173.29,0
65.73,109.48,1
62.05,112.01,1
61.85,118.38,1
67.28,131.53,1
63.5,157.21,0
67.11,155.16,0
64.09,119.39,1
70.78,153.8,0
73.51,99.15,1
62.64,114.38,1
72.09,184.93,0
67.38,125.03,1
73.4,176.63,0
65.86,118.45,1
68.65,142.44,0
62.59,116.12,1
63.38,126,1
64.16,117.9,1
63.65,110.48,1
60.51,98.29,1
64.27,119.47,1
67.3,122.71,1
65.07,142.05,0
68.69,170.35,0
63.65,115.19,1
65.91,134.82,0
66.47,152.33,0
66.23,152.21,0
63.62,105.7,1
65.39,111.97,1
68.76,159.87,0
66.23,153.15,0
72.57,184.64,0
64.58,144.34,0
65.92,119.53,1
72.57,184.77,0
63.9,129.51,1
63.85,120.31,1
61.82,127.93,1
71.57,161.99,0
68.97,158.64,0
68.6,127.7,1
69.41,166.87,0
65.55,119.67,1
67.81,151.01,0
62.71,147.29,0
61.37,123.69,1
65.53,152.86,0
66.88,153.97,0
66.79,157.03,0
75.96,168.02,0
61.1,121.54,1
66.65,154.92,0
61.83,118.69,1
67.69,160.57,0
62.85,116.44,1
65.61,123.71,1
64.29,99.71,1
63.18,125.37,1
63.89,119.33,1
65.44,118.81,1
61.46,115.33,1
72.19,158.25,0
67.19,150.94,0
64.74,106.83,1
70.09,152.15,0
64.46,114.24,1
68.82,165.02,0
64,107.81,1
60.92,97.71,1
58.96,112.75,1
65.66,121.42,1
67.71,158.13,0
66.14,111.7,1
67.01,157.25,0
69.42,138.84,0
68.95,139.47,0
61.03,128.78,1
61.68,114.55,1
69.83,158.02,0
70.3,169.03,0
74.5,161.04,0
60.28,111.13,1
71.31,165.03,0
62.78,153,0
68.63,155.15,0
66.38,167.72,0
64.11,130.04,0
60.63,133.21,0
68.05,162.58,0
70.49,146.14,0
68.64,165.63,0
68.05,170.32,0
67.41,143.87,1
63.8,141.85,0
71.56,164.41,0
62.16,129.98,1
69.55,181.99,0
66.48,123.11,1
71.81,147.89,0
68.61,162.01,0
64.64,114.83,1
64.21,118.53,1
69.53,174.85,0
67.83,153.19,0
57.81,104.6,1
67.04,163.82,0
64.45,117.64,1
66.26,109.63,1
67.78,134.51,1
66.95,153.24,0
60.52,98.94,1
69,157.45,0
66.6,163.32,0
63.5,113.47,1
71.72,161.13,0
67.03,123.47,1
66.9,171.17,0
61.17,108.59,1
66.17,135.44,0
63.69,116.62,1
64.19,110.92,1
72.44,173.25,0
65.37,117.48,1
63.09,114.38,1
65.87,140.09,0
74.45,190.12,0
65.64,136.49,0
68,133.59,1
64.71,116.86,1
63.47,117.18,1
68.74,128.4,1
69.92,122.64,1
69.5,131.76,1
61.65,115.68,1
74,173.81,0
70.43,120.43,1
66.02,111.47,1
62.04,110.71,1
64.21,100.43,1
65.39,114.27,1
63.37,119.33,1
67.66,140.47,1
60.13,109.02,1
67.83,158.35,0
66.68,136.74,1
61.78,102.9,1
67.58,150.78,0
69.55,164.88,0
63,148.07,0
63.17,122.61,1
71.72,160.87,0
64.21,113.11,1
66.82,169.15,0
65.72,138.77,0
61.5,116.33,1
70.53,164.97,0
63.88,134.28,0
68.22,151.68,0
66.23,103.99,1
68.36,172.24,0
68.49,144.08,0
62.89,114.43,1
74.11,183.26,0
70.63,137.39,0
60.45,107.46,1
66.27,117.66,1
64.36,125.5,1
69.43,120.59,1
60.9,112.37,1
70.97,128.86,1
60.73,108.25,1
67.57,132.29,1
71.68,153.87,0
60.57,98.71,1
63.86,152.09,0
66.2,115.09,1
69.42,149.35,0
65.69,106.28,1
67.58,156.52,0
64.37,119.38,1
66.62,162.27,0
66.69,166,0
62.52,122.3,1
66.55,163.62,0
71,173.01,0
73.36,154.08,0
77.18,182.62,0
70.35,164.04,0
71.98,172.09,0
64.8,148.4,0
66.6,171.75,0
64.3,114.45,1
70.54,155.87,0
65.45,111.19,1
69.91,147.56,0
65.81,118.07,1
68,141.38,0
66.39,177,0
67.58,153.62,0
62.71,111.28,1
66,144.97,0
65.64,111.6,1
63.38,121.7,1
62.64,128.75,1
66.51,140.32,1
66.24,120.99,1
63.37,116.54,1
73.02,163.98,0
61.25,123.99,1
75.8,173.39,0
66,147.17,0
62.97,147.71,0
72.53,163.62,0
65.8,110.63,1
67.73,133.74,1
65.19,122.53,0
58.22,108.46,1
65.56,147.75,0
62.04,120.57,1
66.52,139.49,1
68.14,178.53,0
69.61,137.07,1
60.61,114.24,1
63.69,116.97,1
66.21,103.53,1
73.66,175.46,0
63.31,117.03,1
64.74,132.04,0
68.3,127.83,1
65.46,119.16,1
69.2,131.92,1
69.3,166.03,0
74,170.68,0
66.14,150.15,0
75.48,175.32,0
62.33,128.24,1
66.12,117.44,1
59.03,99.08,1
67.61,161.7,0
68.42,156.71,0
63.54,106.25,1
63.49,114.31,1
66.55,126.63,1
68.76,171.81,0
66.18,102.96,1
60.59,110.64,1
59.35,105.06,1
66.99,134.87,1
59.99,106.81,1
59.93,108.12,1
66.5,157.53,0
64.78,112.9,1
66.31,168.96,0
68.83,157.95,0
58.86,101.83,1
64.38,118.3,1
69.04,158.14,0
69.21,150.07,0
62.94,116.58,1
63.61,116.95,1
57.17,100.32,1
65.89,147.31,0
64.99,115.19,1
63.28,107.1,1
61.63,121.69,1
66.05,150.21,0
65.26,119.57,0
70.31,181.21,0
60.35,117.84,1
67.62,129.53,1
69.45,152.7,0
69.23,141.76,0
64.65,108.71,1
68.23,160.08,0
68.36,173.42,0
70.35,128.29,1
64.59,119.61,1
64.79,157.28,0
63.3,134.87,1
72.68,173.4,0
67.28,155,0
70.68,144.99,0
66.69,143.61,1
66.87,141.4,0
66.55,128.89,1
69.5,153.12,0
65.12,110.64,1
70.79,163.01,0
61.84,104.39,1
68.99,168.14,0
70.71,153.31,0
63.19,112.67,1
64.74,121.25,1
69.31,134.07,1
62.25,103.76,1
68.81,168.44,0
68.99,161.45,0
73.04,165.55,0
67.68,170.95,0
67.22,121.99,1
69.44,140.9,0
64.53,113.82,1
59.64,111.2,1
71.72,164.27,0
72.16,177.72,0
64.47,124.01,1
70.56,155.28,0
67.21,162.93,0
70,176.67,0
70.14,146.28,0
61.94,114.38,1
71.87,153.67,0
62.16,107.81,1
70.25,159.13,0
71.03,164.73,0
62.54,108.04,1
69.05,158.77,0
72.96,176.01,0
63.65,115.74,1
64.77,126.2,1
62.85,141,0
62.66,115.14,1
67.09,118.2,1
67.3,180.37,0
67.16,155.56,0
67.98,139.12,0
61.06,121.45,1
67.61,162.6,0
64.03,112.93,1
70.06,154.25,0
70.87,159.97,0
63.09,117.82,1
68.4,150.96,0
69.04,146.8,0
72.33,172.71,0
66.25,115.5,1
67.04,126.72,1
61.91,105.4,1
69.33,160.87,0
63.75,128.27,1
63.96,125.29,1
64.3,106.59,1
74.08,179.88,0
69.02,164.91,0
68.71,159.56,0
62.16,118.15,1
69.78,150.45,0
65.14,139.74,0
63.69,106.56,1
66.65,152.09,0
70.31,173.79,0
64.26,115.23,1
67.9,131.86,1
72.25,164.31,0
60.56,110.75,1
69.93,169.31,0
64.6,119.05,1
61.17,119.8,1
62.17,161.6,0
68.09,163.65,0
61.49,114.97,1
66.33,150.79,0
65.86,119.69,1
68.44,163.58,0
66.47,174.01,0
60.83,106.36,1
68.95,172.06,0
73.8,151,0
70.48,162.58,0
70.66,150.11,0
63.85,123.04,1
68.78,166.77,0
62.86,117.9,1
57.8,105.36,1
71.79,164.7,0
76.75,165.43,0
75.36,174.6,0
64.52,108.89,1
58.78,97.68,1
71.35,158.57,0
67.13,164.49,0
61.23,109.69,1
70.28,158.53,0
73.81,171.6,0
64.24,124.7,1
59.85,114.78,1
65.76,135.45,0
58.78,95.59,1
69.45,162.69,0
65.65,112.7,1
67.3,147.86,0
63.1,148.4,0
74.5,161.36,0
74.15,202.18,0
70.4,152.45,0
66.55,129.38,1
65.65,112.13,1
71.77,162.51,0
67.84,151.88,0
65.19,113.02,1
60.9,110.38,1
62.49,115.15,1
69.38,162.34,0
68.19,145.25,1
62.82,107.96,1
60.86,101.92,1
63.81,127.06,1
64.23,139.57,0
70.22,157.62,0
74.31,176.54,0
73.6,190.36,0
66.21,119.69,1
70.63,157.97,0
70.09,143.71,0
77.33,175,0
67.11,162.55,0
64.73,118.17,1
70.6,160.4,0
68.73,160.39,0
66.4,127.57,1
68.28,165.43,0
68.28,160.51,0
64.87,122.49,1
66,149.95,0
65.18,122.65,1
69.44,160.94,0
68.78,153.4,0
70.22,174.99,0
69.47,160.05,0
63.97,118.69,1
62.53,127.76,1
61.83,119.24,1
67.19,163.06,0
62.12,113.61,1
67.05,174.36,0
71.58,151.71,0
59.89,104.84,1
67.62,164.37,0
69.68,132.53,1
70.17,156.32,0
63,107.71,1
72.68,173.25,0
69.52,164.81,0
68.45,149.6,0
69.95,114.33,1
63.49,114.86,1
72.73,176.16,0
63.07,125.51,1
67.71,158,0
65.59,142.89,0
62.54,115.93,1
62.55,110.9,1
64.57,120.21,1
60.76,110.96,1
70.01,145.46,0
64.2,107.57,1
66.63,171.9,0
63.99,113.42,1
61.82,107.49,1
67.93,167.61,0
65.93,116.18,1
69.84,138.24,1
64.25,147.2,0
63.2,102.52,1
63.47,127.97,1
72.96,174.91,0
72.35,173.69,0
71.63,153.66,0
63.54,124.85,1
69.73,145.93,0
67.27,173.03,0
68.29,175.31,0
63.02,116.27,1
63.55,114.87,1
60.59,94.8,1
61.69,115.8,1
65.2,110.68,1
64.39,128.3,1
69.8,148.41,0
71.25,149.92,0
60.46,107.51,1
66.58,128.24,1
71.28,158.44,0
65.87,126.13,1
73.67,196.96,0
72.03,201.78,0
63.38,118.22,1
65.76,153.35,0
66.67,157.09,0
64.23,112.61,1
65.57,115.7,1
64.01,148.69,0
65.2,114.78,1
63.6,122.21,1
61.85,109.58,1
69.26,163.29,0
67.54,163.85,0
67.6,133.68,1
61.17,142.64,0
69.38,162.66,0
68.3,175.97,0
64.83,112.76,1
69.3,167.54,0
64.41,140.49,0
69.27,128.44,1
68.82,142.2,1
59.18,99.91,1
60.09,114.79,1
61.31,117.93,1
66.01,133.51,0
60.1,109.81,1
70.99,160.67,0
62.26,103.82,1
70.16,143.31,0
63.13,116.73,1
65.5,108.97,1
68.28,162.79,0
75.6,188.33,0
64.18,105.07,1
62.79,118.74,1
75.91,171.71,0
70.45,150.85,0
66.64,140.64,1
66.67,149.97,0
68.84,139.99,1
58.34,96.5,1
63.35,104.62,1
68.22,156.38,0
65.02,122.7,1
65.66,119.19,1
71.77,161.26,0
62.53,109.84,1
60.36,105.33,1
63.13,107.01,1
68.87,157.44,0
61.21,118.52,1
59.91,107.21,1
61.01,120.56,1
73.35,178.75,0
66.65,130.13,1
70.61,167.4,0
58.79,102.59,1
71.55,156.69,0
65.61,114.82,1
68.7,162.56,0
66.01,109.02,1
64.43,117.89,1
74.34,163.46,0
66.72,159.82,0
61.62,117.35,1
67.87,174.24,0
73.18,192.73,0
62.73,146.36,0
67.47,163.69,0
67.09,178.43,0
64.14,116.06,1
63.54,106.8,1
68.36,159.51,0
67.67,152.84,0
64.69,128.32,0
69.76,164.61,0
67.21,143.2,0
71.1,159.37,0
69.74,170.81,0
67.14,132.73,1
65.43,134.75,0
66.84,118.29,1
63.09,118.25,1
59.45,107.28,1
63.32,107.52,1
64.56,146.07,0
69.19,162.75,0
63.51,120.96,1
64.13,123.2,1
65.02,122.52,0
69.47,151.37,0
65.61,132.28,1
70.56,164.3,0
64.6,127.71,1
64.51,133.05,0
67.92,173.51,0
68.6,168.44,0
61.5,117.79,1
66.51,144.99,0
66.42,147.83,0
67.81,167.17,0
68.12,128.39,1
70.41,168.58,0
71.17,146.24,0
68.64,165.65,0
58.7,114.14,1
69.18,157.49,0
65.8,132.74,0
68.65,150.46,0
68.62,169.79,0
59.83,103.23,1
69.05,158.57,0
64.13,109.62,1
65.11,101.21,1
70.86,169.46,0
70.76,162.97,0
71.4,149.63,0
65.53,100.48,1
63.04,102.12,1
68.43,144.79,0
71.3,163.54,0
66.73,174.35,0
65.19,119.06,1
67.58,154.06,0
68.37,150.94,0
67.21,143.62,0
72.2,175.19,0
63.38,104.3,1
72.65,174.78,0
66.69,165.88,0
64.97,119.71,1
66.53,124.97,1
67.62,158.94,0
73.01,178.43,0
68.45,156.81,0
66.06,148.23,0
66.38,111.74,1
70.57,155.03,0
69.81,154.75,0
68.68,159.65,0
70.43,165.51,0
68.89,152.33,0
66.75,136.8,0
61.09,112.72,1
70.28,173.11,0
62.73,120.54,1
57.99,111.54,1
70.92,149.98,0
72.57,175.1,0
69.91,174.9,0
63.71,123.75,1
68.24,158.52,0
63.57,101.92,1
58.13,102.55,1
71.45,169.73,0
66.6,128.87,1
68.6,154.48,0
67.16,150.28,0
65.97,141.91,0
73.48,157.71,0
61.87,111.4,1
60.87,106.39,1
66.48,125.49,1
65.52,113.58,1
66.58,153.22,0
64.02,163.88,0
66.63,126.02,1
60.84,115.07,1
69.04,164,0
67.08,152.92,0
66.05,124.4,1
70.89,156.22,0
58.46,100.92,1
63.91,114.43,1
66.45,136.48,1
59.3,94.02,1
64.47,131.7,0
67.81,140.09,1
68.53,158.41,0
62.89,110.67,1
62.21,106.79,1
66.57,157.96,0
58.91,111.94,1
60.01,111.21,1
63.27,111.08,1
73.04,168.9,0
62.77,118.26,1
67.07,161.55,0
66.25,112.42,1
67.69,161.53,0
63.72,124.45,1
68.87,168.51,0
72.81,180.32,0
71.2,158.57,0
70.67,145.42,0
62.36,108.95,1
65.67,141.82,0
61.83,108.22,1
67.09,163.35,0
66.1,138.57,0
68.6,162.11,0
71.02,152.5,0
68.27,120.33,1
61.25,103.43,1
64.77,113.99,1
62.7,143.29,0
69.71,133.73,1
67.93,180.76,0
61.82,106.97,1
64.12,121.61,1
68.28,173.6,0
61.73,107.05,1
67.65,170.73,0
66.07,138.61,0
66.54,137,0
65.06,118.72,1
69.37,155.97,0
66.12,153.81,0
70.09,168.69,0
61.82,117.1,1
61.48,106.64,1
68.65,139.9,0
69.99,152.88,0
66.98,167.26,0
75.77,168.31,0
69.7,152.21,0
67.34,154.5,0
66.49,126.8,1
63.51,114.77,1
68.44,158.22,0
68.54,173.81,0
67.78,170.59,0
63.24,122.58,1
65.92,121.46,1
67.95,152.58,0
66.76,125.22,1
73.27,169.03,0
65.51,150.97,0
75.67,181.71,0
66.49,126.17,1
62.96,153.84,0
63.46,117.26,1
69.68,170.62,0
60.78,109.53,1
64.74,119.26,1
65.68,109.04,1
68.43,146.7,0
62.16,143.68,0
71.62,174.95,0
65.71,113.88,1
70.58,151.59,0
62.39,127.95,1
62.41,114.44,1
72.12,181.87,0
67,154.05,0
63.47,118.46,1
63.92,133.79,0
72.82,183.35,0
65.57,118.44,1
68.72,172.85,0
62.84,111.29,1
63.3,118.96,1
69.37,170.9,0
64.05,116.32,1
64.21,119.88,1
72.06,169.6,0
69.79,178.38,0
67.84,171.96,0
72.43,181.5,0
66.23,118.3,1
61.88,120.17,1
67.23,139.8,1
65.57,121.61,1
72.91,171.62,0
60.04,100.73,1
61.76,104.48,1
62.53,114.7,1
63.35,111.42,1
64.78,112.62,1
70.17,149.68,0
65.28,115.81,1
65.69,104.26,1
67.35,150.86,0
65.69,113.53,1
63.52,116.95,1
73.54,184.26,0
68.96,174.75,0
61.64,114.24,1
66.36,157.76,0
69.03,169.71,0
71.76,168.45,0
63.09,106.63,1
66.54,144.85,0
70.09,151.65,0
61.41,111.7,1
65.48,131.74,0
63.05,120.7,1
65.82,147.96,0
75.41,163.22,0
59.89,112.8,1
68.95,155.4,0
58.72,112.4,1
66.75,135.97,1
61.79,109.28,1
62.49,105.51,1
67.59,163.13,0
70.23,164.88,0
70.74,153.01,0
68.39,157.89,0
70.78,167.77,0
63.46,124.43,1
69.02,164.5,0
72.7,170.95,0
64.58,125.97,0
62.01,105.73,1
60.68,98.27,1
64.88,106.99,1
62.94,125.32,1
61.59,123.35,1
71.5,165.55,0
62.04,121.75,1
73.41,162.94,0
60.38,102.78,1
67.95,166.77,0
63.49,106.39,1
68.08,126.75,1
65.73,143.63,0
68.47,147.17,0
66.56,132.77,1
73.9,155.67,0
74.09,175.92,0
75.51,166.91,0
63.48,145.53,0
70.92,150.69,0
67.9,159.75,0
69.59,171.1,0
60.93,98.08,1
68.37,155.6,0
66.61,155.7,0
60.82,106.03,1
60.81,103.81,1
72.15,184.56,0
63.52,111.56,1
68.58,146.92,0
68.86,160.78,0
66.07,135.82,0
69.77,125.96,1
62.75,112.02,1
67.88,118,1
62.9,117.36,1
59.98,99.13,1
64.18,139.04,0
67.26,138.83,1
67.75,147.39,0
60.61,103.08,1
60.82,151.3,0
66,133.22,0
66.13,137.06,0
67.8,119.77,1
63.47,111.04,1
66.46,140.45,0
74.24,172.1,0
68.84,147.53,0
68.85,160.36,0
59.89,105.36,1
63.1,116.03,1
65.68,118.77,1
74.92,172.95,0
62.85,114.49,1
67.5,165.61,0
66.97,148.81,0
67.94,161.2,0
67.68,165.37,0
60.04,114.24,1
63.83,141.61,0
75.85,172.42,0
72.47,173.85,0
64.22,111.88,1
65.3,132.42,0
63.53,128.59,1
68.89,155.53,0
67.93,129.06,1
64.55,155.86,0
72.64,188.33,0
72.43,176.52,0
62.8,114.39,1
67.85,169.35,0
64.99,135.75,0
65.03,108.45,1
60.36,109.15,1
70.82,156.16,0
72.91,178.82,0
63.63,117.82,1
71.46,159.93,0
70.01,151.08,0
67.1,150.81,0
63.55,111.18,1
69.25,162.51,0
62.76,116.78,1
68.86,148.41,0
70.26,166.19,0
67.39,154.82,0
74.88,174.38,0
68.04,146.25,0
63.59,94.37,1
64.51,148.62,0
55.45,106.88,1
62.8,124.44,1
65.65,133.32,0
72.38,197.08,0
62.03,102.64,1
72.2,167.05,0
64.45,107.02,1
68.92,169.17,0
69.24,166.69,0
65.52,114.59,1
61.18,111.43,1
63.18,121.64,1
68.11,131.4,1
63.48,119.97,1
59.62,111.25,1
65.46,117.1,1
72.19,166.88,0
63.56,125.46,1
66.27,135.03,0
67.56,165.17,0
59.68,104.99,1
68.08,161.89,0
66.78,139.63,1
62.3,100.91,1
64.66,152.25,0
56.97,104.25,1
66.7,121.57,1
69.86,140.01,1
64.25,118.35,1
62.65,107.87,1
60.63,111.25,1
69.35,166.43,0
69.73,169.52,0
71.08,158.26,0
62.6,123.72,1
64.91,112.94,1
65.54,138.28,0
68.58,179.86,0
70.47,171.04,0
64.86,110.38,1
61.91,122.16,1
62.95,104.04,1
65.67,113.17,1
69.52,153.5,0
71.03,125.38,1
72.19,187.87,0
64.97,117.23,0
66.35,123.12,1
69.47,152.52,0
66.5,144.36,0
69.51,157.55,0
70.52,161.34,0
58.45,111.26,1
66.44,153.23,0
68.33,181.12,0
69.63,160.35,0
59.1,104.08,1
70.21,146.35,0
60.81,106.86,1
65.17,120.2,1
67.93,146.08,0
64.44,102.02,1
67.03,142.18,0
70.59,152.45,0
60.55,105.52,1
62.27,132.73,1
64.46,103.08,1
66.21,124.96,1
57.65,99.46,1
69.62,143.94,0
62.52,106.74,1
59.8,112.5,1
58.32,99.64,1
71.31,149.88,0
66.29,113.29,1
63.23,117.95,1
62.63,120.35,1
65.89,128.07,1
71.91,167.92,0
67.93,158.12,0
63.33,117.35,1
70.61,147.41,0
71.96,171.98,0
70.9,176.01,0
69.15,171.15,0
72.72,175.89,0
69.02,138.41,1
67.08,137.24,0
63.71,100.39,1
75.59,169.16,0
63.54,110.42,1
62.86,114.74,1
61.32,107.49,1
61.45,119.33,1
72.18,183.26,0
65.44,149.39,0
69.49,164.31,0
65.92,105.35,1
71.79,140.64,1
71.81,152.4,0
68.99,162.17,0
66.39,113.06,1
68.7,162.51,0
66.75,154.61,0
71.3,168.99,0
62.08,138.03,0
72.85,199.8,0
70.29,137.07,1
61.26,103.69,1
70.07,157.75,0
71.12,161.7,0
66.76,138.3,1
71.44,158.93,0
67.42,135.37,1
69.98,157.55,0
58.81,104.88,1
62.99,123.83,1
61.78,124.59,1
65.4,121.6,1
63.79,120.18,1
67.26,158.47,0
64.68,109.97,1
62.32,110.4,1
60.13,109.24,1
63.27,115.04,1
63.59,112.05,1
67.85,172.45,0
68.37,167.49,0
61.53,109.28,1
62.08,106.92,1
69.94,128.53,1
64.18,113.19,1
62.71,114.12,1
62.63,140.94,0
70.26,136.77,0
63.99,121.49,1
63.73,106.49,1
67.01,129,1
68.98,154.79,0
69.96,156.69,0
65.83,117.31,1
67.37,172.17,0
63.2,115.7,1
71.87,141.7,0
71.34,157.06,0
70.34,161.51,0
66.06,130.26,0
69.71,150.7,0
61.07,115.58,1
63.32,112.54,1
61.78,119.59,1
69.8,154.35,0
65.09,116.71,1
64.82,107.61,1
67.9,151.43,0
69.2,157.48,0
62.52,119.34,1
68.58,162.51,0
64.19,115.68,1
63.82,109.87,1
71.14,179.09,0
64.07,118.11,1
69.01,163.57,0
64.79,120.97,1
67.29,164.77,0
71.37,163.92,0
62.85,109.2,1
75.9,163.9,0
61.3,106.57,1
71.62,154.72,0
68.29,140.83,1
69.3,158.93,0
65.76,139.94,0
68.25,170.53,0
66.94,131.95,1
66.25,122.26,1
60.62,114.4,1
68.16,128.67,1
70.16,159.07,0
60.98,102.24,1
72.5,182.85,0
71.33,153.66,0
64.96,122.93,1
68.64,153.71,0
70.82,147.13,0
63.24,110.86,1
63.82,118.23,1
67.44,170.8,0
67.53,153.96,0
76.69,166.32,0
71.38,152.78,0
64.59,115.76,1
69.13,162.03,0
65.65,116.29,1
66.8,157.16,0
61.41,117.16,1
65.36,100.43,1
65.75,126.08,1
73.63,196.88,0
59.54,111.52,1
69.76,165.39,0
71.42,171.16,0
63.68,110.53,1
69.1,130.81,1
69.04,180.28,0
65.74,138.92,0
69.16,159.7,0
62.79,120.78,1
68.99,149.28,0
63.26,114.57,1
66.62,180.03,0
70.54,146.89,0
65.55,149.14,0
64.66,116.28,1
63.48,109.67,1
62.55,132.42,1
76,187.82,0
71.22,188.55,0
71.1,162.28,0
63.2,121.19,1
70.37,159.85,0
71.59,171.24,0
67.62,127.85,1
68.88,158.86,0
68.57,161.96,0
64.12,113.61,1
67.59,156.83,0
63.13,117.93,1
65.19,115.11,1
58.99,106.54,1
66.79,120.54,1
63.04,106.83,1
61.9,114.26,1
61.73,130.05,1
64.84,108.96,1
65.48,117.21,1
60.99,107.92,1
71.8,161.35,0
58.85,103.86,1
72.14,173.57,0
68.09,162.33,0
66.65,125.19,1
63.02,115.39,1
64.73,116.55,1
58.86,114.34,1
64.65,131.54,0
73.21,159.59,0
72.07,178.78,0
66.5,157.84,0
71.39,166.62,0
67.1,121.28,1
64.39,114.55,1
65.14,98.61,1
66.27,165.68,0
66.02,127.81,1
71.84,155.11,0
64.22,123.38,1
62.03,104.35,1
59.94,113.55,1
60.3,107.21,1
65.12,117.01,1
71.34,164.05,0
62.59,111.03,1
68.59,171.55,0
71.54,152.4,0
66.13,148.74,0
64.39,126.81,1
62.19,122.12,1
68.7,147.33,0
68.32,180.98,0
64.64,143.68,0
61.6,108.28,1
65.33,129.79,1
68.88,148.79,0
70.71,175.79,0
68.74,158.15,0
67.88,176.29,0
68.6,158.73,0
57.99,98.14,1
66.42,162.62,0
62.23,113.77,1
56.98,96.2,1
70.36,151.33,0
76.52,179.93,0
61.79,112.32,1
63.79,134.18,0
61.87,116.71,1
75.94,164.75,0
64.93,151.76,0
61.82,124.48,1
76.28,173.97,0
62.55,115.83,1
61.5,110,1
64.27,121.28,1
60.29,114.88,1
69.97,157.15,0
66.44,166.79,0
69,166.99,0
59.97,98.6,1
66.16,143.11,0
68.93,156.16,0
63.79,109.69,1
66.49,126.05,1
63.28,114.49,1
66.89,173.45,0
69.25,166,0
69.55,164.71,0
59.29,111.63,1
61.23,112.44,1
69.93,172.55,0
67.76,152.83,0
63.45,119.8,1
66.42,149.37,1
63.03,112.77,1
63.66,115.86,1
63.57,108.3,1
60.63,115.39,1
67.67,168.11,0
61.39,106.31,1
73.79,181.21,0
65.93,146.89,0
69.1,160.49,0
68.56,115.32,1
64.15,121.05,1
68.91,151.8,0
64.64,109.61,1
68.93,180.95,0
67.1,132.45,1
69.6,163.98,0
67.68,134.21,1
70.51,163.67,0
71.28,159.25,0
69.88,151.85,0
61.79,105.12,1
62.56,115.02,1
67.98,150.95,0
74.06,172.24,0
62.12,106.96,1
60.38,122.13,1
59.92,106.48,1
69.08,175.97,0
69.81,157.37,0
64.78,118.85,1
72.31,170.86,0
69.48,166.38,0
70.51,158.9,0
63.31,110.49,1
65.59,128.31,1
63.94,159.14,0
67.87,166.67,0
67.43,165.84,0
65.9,116.01,1
67.82,161.71,0
63.99,138.74,0
67.99,168.9,0
65.99,107.47,1
61.7,117.29,1
60.18,113.37,1
68.76,120.63,1
62.15,118.02,1
65.73,112.91,1
73.8,151.22,0
65.52,133.98,0
61.63,110.97,1
71.53,158.7,0
62.52,127.13,1
61.42,109.83,1
65.68,105.58,1
63.73,129.15,1
66.93,157.06,0
65.74,152.19,0
63.22,118.77,1
67.45,140.75,1
70.88,134.85,0
71.08,165.27,0
60.74,109.32,1
68.3,167.48,0
61.48,123.28,1
68.62,141.11,0
62.82,103.57,1
62.61,127.34,1
62.56,111.37,1
73.15,177.18,0
